,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
409,How We Do (Party),Rita Ora,0.738,0.922,7,-3.94,1,0.0833,0.0034,0.0,0.0986,0.689,116.024,247027,4
410,How Would I Know,Kygo,0.514,0.539,7,-9.332,1,0.105,0.538,0.00233,0.108,0.153,123.7,180700,4
411,How You Remind Me,Nickelback,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4
412,Human,Rag'n'Bone Man,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,200187,4
413,Hurricane - Arty Remix,Halsey,0.438,0.856,0,-4.158,1,0.0584,0.0268,6.27e-06,0.375,0.49,127.991,224520,4
414,Hurting,Kygo,0.556,0.431,4,-9.631,1,0.0551,0.265,1.22e-06,0.0922,0.286,99.681,186325,4
415,Hymn for the Weekend,Coldplay,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
416,Hymn for the Weekend - Seeb Remix,Coldplay,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,212647,4
417,Hypnotized,Purple Disco Machine,0.69,0.813,11,-5.084,0,0.0997,0.0968,0.000324,0.109,0.704,108.078,195658,4
418,I Believe I'm Fine,Robin Schulz,0.711,0.747,10,-6.165,0,0.061,0.271,0.0,0.328,0.572,100.01,227720,4
419,I Can Be Somebody (feat. Erin McCarley),Deorro,0.634,0.482,0,-8.398,1,0.0331,0.0168,0.00115,0.147,0.238,127.928,277500,4
420,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027,4
421,I Can't Stop Drinking About You - Chainsmokers Remix,Bebe Rexha,0.637,0.664,3,-7.335,0,0.0388,0.0451,8.57e-06,0.0976,0.361,128.009,263960,4
422,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316,4
423,I Could Never Be Loved,Powfu,0.911,0.255,8,-15.257,1,0.153,0.499,0.000246,0.0937,0.244,137.994,213943,4
424,I Cry,Flo Rida,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800,4
426,IDGAF,Dua Lipa,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4
427,I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
428,I Don't Dance (Without You) [with Enrique Iglesias],Matoma,0.644,0.733,9,-6.87,0,0.121,0.0064,7.73e-05,0.507,0.336,104.99,177825,4
429,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,224258,4
430,I Don't Like You,Grace VanderWaal,0.753,0.788,2,-3.747,0,0.0915,0.0842,0.0,0.289,0.586,80.49,193067,4
431,I Don't Love You (I'm Just Lonely) - Acoustic,Junge Junge,0.818,0.456,0,-7.419,1,0.038,0.823,7.35e-05,0.127,0.784,113.992,183723,4
432,I Don't Wanna Go,Alan Walker,0.423,0.751,11,-5.632,1,0.272,0.136,0.0,0.243,0.522,148.773,161667,4
433,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,4
434,ID - Ultra Music Festival Anthem,Kygo,0.686,0.678,10,-8.063,1,0.0425,0.623,0.719,0.0971,0.338,105.005,289987,4
435,I Fall Apart,Post Malone,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4
436,I Feel It Coming,The Weeknd,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4
437,If I Can't Have You,Shawn Mendes,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4
438,If I Lose Myself,OneRepublic,0.482,0.713,2,-6.017,1,0.0487,0.0969,0.0,0.111,0.263,140.069,241640,4
439,If It Ain't Love,Jason Derulo,0.503,0.843,10,-4.991,0,0.316,0.0487,0.0,0.344,0.778,128.63,203105,4
440,If I Were Sorry,Frans,0.735,0.612,5,-6.774,1,0.0517,0.289,4.12e-05,0.103,0.395,105.056,184060,4
441,I Follow Rivers - The Magician Remix,Lykke Li,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,281107,4
442,I Found You / Nilda’s Story (with Calvin Harris & Miguel),benny blanco,0.337,0.241,6,-9.849,1,0.0527,0.94,0.0112,0.131,0.181,81.916,191465,5
443,I Found You (with Calvin Harris),benny blanco,0.775,0.872,6,-4.194,1,0.0469,0.033,0.0579,0.298,0.379,122.994,191496,4
444,IF U,Breathe Carolina,0.617,0.762,11,-5.061,0,0.0414,0.0364,0.0,0.235,0.39,109.959,159818,4
445,If Walls Could Talk,5 Seconds of Summer,0.588,0.79,4,-4.762,0,0.0776,0.00879,0.0,0.0954,0.499,121.899,182292,4
446,if we never met - remix,John K,0.927,0.573,8,-5.804,1,0.0491,0.0339,0.000179,0.1,0.767,114.994,186595,4
447,If You Fall,Ray Dalton,0.693,0.808,8,-5.909,1,0.0492,0.0996,4.79e-06,0.148,0.487,125.975,187427,4
448,If You're Over Me,Years & Years,0.647,0.853,8,-4.516,1,0.0904,0.0615,0.0,0.062,0.618,103.846,189000,4
449,Ignite (feat. SEUNGRI),K-391,0.575,0.866,8,-4.299,0,0.246,0.0204,6.39e-06,0.188,0.486,179.869,210288,4
450,I Gotta Feeling,Black Eyed Peas,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4
451,I Got U,Duke Dumont,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,4
452,I Got You,Bebe Rexha,0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,191787,4
453,"i hate u, i love u (feat. olivia o'brien)",gnash,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4
454,I Hope - feat. Charlie Puth,Gabby Barrett,0.554,0.576,6,-6.495,1,0.0399,0.171,0.0,0.159,0.409,74.942,209763,4
455,I Just Wanna Dance,Coldabank,0.741,0.914,5,-5.589,1,0.133,0.0247,0.0195,0.22,0.15,124.984,154905,4
456,I Knew You Were Trouble.,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4
457,I Know What You Did Last Summer,Shawn Mendes,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,223853,4
458,I Like It,Cardi B,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
459,I Like Me Better,Lauv,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
460,I'll Wait,Kygo,0.611,0.649,1,-6.968,1,0.058,0.15,1.53e-05,0.105,0.353,123.002,215361,4
461,I Love It (feat. Charli XCX) - Original Version,Icona Pop,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337,4
462,ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4
463,imagine if,gnash,0.907,0.452,8,-6.673,1,0.187,0.568,0.0,0.244,0.691,92.063,197216,4
464,I'm a Mess,Bebe Rexha,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4
465,I'm an Albatraoz,AronChupa,0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,166849,4
466,I'm Born To Run,American Authors,0.62,0.93,8,-5.615,1,0.0486,0.0662,0.0,0.0788,0.675,126.041,206920,4
467,I'm in Love (feat. James Vincent McMorrow),Kygo,0.633,0.599,9,-7.062,1,0.0576,0.27,0.00671,0.128,0.274,140.072,212102,4
468,I Miss You (feat. Julia Michaels),Clean Bandit,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,205987,4
469,Immortals,Fall Out Boy,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4
470,I'm Not Famous,AJR,0.635,0.863,5,-4.204,1,0.0613,0.00179,0.0,0.32,0.654,94.945,220457,4
471,I'm Not The Only One,Sam Smith,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4
472,Impossible,James Arthur,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,209440,4
473,I'm Ready,AJR,0.628,0.867,9,-3.555,1,0.0913,0.0108,0.0,0.308,0.597,78.043,227311,4
474,I’m Ready (with Demi Lovato),Sam Smith,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,200838,4
475,i'm so tired...,Lauv,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,162583,4
476,I Need Your Love (feat. Ellie Goulding),Calvin Harris,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4
477,Infinity - Dubdogz & Bhaskar Edit,Dubdogz,0.723,0.57,9,-8.589,0,0.0429,0.00412,0.00183,0.0862,0.575,123.979,196000,4
478,In My Blood,Shawn Mendes,0.622,0.709,5,-7.32,1,0.0669,0.0582,0.0,0.126,0.488,140.018,211360,4
479,In My Bones,Ray Dalton,0.636,0.699,5,-4.432,0,0.0396,0.302,0.0,0.263,0.709,96.962,191053,4
480,In My Mind,Dynoro,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
481,Inside the Lines,Mike Perry,0.561,0.8,8,-4.576,1,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504,4
482,Instagram,Various Artists,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558,4
483,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,0.763,0.923,9,-3.108,0,0.191,0.103,0.0,0.105,0.934,121.074,165907,4
484,Intentions (feat. Quavo),Justin Bieber,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
485,International Love (feat. Chris Brown),Pitbull,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,227280,4
486,In the Name of Love,Martin Garrix,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4
487,Intoxicated - New Radio Mix,Martin Solveig,0.8,0.677,0,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004,159693,4
488,Into You,Ariana Grande,0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,244453,4
489,In Your Arms (with X Ambassadors),ILLENIUM,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,220730,4
490,In Your Eyes,The Weeknd,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4
491,In Your Eyes (feat. Alida),Robin Schulz,0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,208222,4
492,I Praise You Lord,Victor Zachary,0.391,0.622,4,-8.524,0,0.0599,0.0713,0.0,0.12,0.0993,158.204,213418,4
493,I Really Like You,Carly Rae Jepsen,0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,204764,4
494,I See You (feat. Billy Raffoul),Kygo,0.68,0.513,4,-9.914,0,0.0365,0.483,7.05e-05,0.0975,0.272,106.953,228707,4
495,It Ain't Me - Tiësto's AFTR:HRS Remix,Kygo,0.645,0.657,0,-5.362,1,0.084,0.0162,0.000154,0.0607,0.538,115.088,192000,4
496,It Ain't Me (with Selena Gomez),Kygo,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
497,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
498,It's Time,Imagine Dragons,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.144,0.86,105.009,240307,4
499,It Was You,Calvin Harris,0.701,0.985,0,-4.325,1,0.0675,0.283,0.281,0.617,0.0388,127.974,224387,4
500,Ivy,Frank Ocean,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,249191,4
501,I Walk The Line,Halsey,0.5,0.633,9,-6.251,0,0.0414,0.0556,0.0,0.311,0.195,119.901,165213,4
502,I Wanna Dance With Somebody,Bootstraps,0.4,0.232,0,-10.297,1,0.0308,0.512,0.000135,0.106,0.108,133.896,279315,4
503,I Was Made,VINAI,0.609,0.85,1,-3.471,1,0.0268,0.0823,0.0,0.0999,0.314,128.006,155399,4
504,I Will Never Let You Down,Rita Ora,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011,203467,4
505,Jackie Chan,Tiësto,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760,4
506,Jak nie my to kto (feat. Tomson),Mrozu,0.624,0.838,0,-4.469,1,0.162,0.268,0.0,0.148,0.931,179.924,203193,3
507,The Judge,Twenty One Pilots,0.423,0.797,0,-4.659,1,0.124,0.177,0.0,0.137,0.592,82.617,297760,4
508,Juliet - Radio Edit,Various Artists,0.617,0.673,2,-5.863,1,0.0322,0.00315,0.0,0.0717,0.804,137.052,187667,4
509,July,Noah Cyrus,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4
510,Jungle,X Ambassadors,0.389,0.748,2,-4.461,1,0.0805,0.000821,0.00058,0.358,0.216,78.056,189707,4
511,Just Can’t Get Enough,Black Eyed Peas,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,219427,4
512,Just Dance,Lady Gaga,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4
513,Just Give Me a Reason (feat. Nate Ruess),P!nk,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
514,Just Got Paid,Sigala,0.734,0.921,6,-1.936,0,0.0865,0.0332,0.0,0.197,0.65,120.057,218480,4
515,Just Hold On,Steve Aoki,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,198774,4
516,Just Imagine It,MKTO,0.699,0.761,10,-4.337,1,0.0457,0.0466,0.0,0.107,0.443,120.044,250747,4
517,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.108,0.497,162.958,215414,4
518,Just My Type,The Vamps,0.61,0.87,2,-4.012,0,0.0693,0.00299,0.0,0.064,0.523,125.014,211360,4
519,Just You and I,Tom Walker,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061,174983,4
520,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,0.837,0.793,11,-5.048,0,0.0567,0.0261,9.04e-05,0.0743,0.87,124.988,151011,4
521,Kids,OneRepublic,0.596,0.732,2,-6.189,1,0.0401,0.0153,0.0,0.318,0.228,99.98,238387,4
522,Kids in Love - Don Diablo Remix,Kygo,0.653,0.911,9,-2.979,0,0.0645,0.0623,5.22e-05,0.301,0.335,125.959,195714,4
523,Kids in Love (feat. The Night Game) - Alok Remix,Kygo,0.671,0.854,0,-5.95,1,0.0325,0.0406,0.000278,0.0952,0.233,121.995,249147,4
524,Kill Em With Kindness,Selena Gomez,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4
525,Killing Me Softly With His Song,Fugees,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,298773,4
526,Kind Of Love,Rat City,0.679,0.825,0,-3.759,0,0.044,0.0665,0.0,0.128,0.466,119.946,202424,4
527,King,Years & Years,0.56,0.857,4,-4.145,0,0.0384,0.0594,0.0,0.381,0.432,119.975,215360,4
528,King Of My Castle - Don Diablo Edit,Keanu Silva,0.748,0.896,1,-4.396,1,0.125,0.314,7.26e-05,0.36,0.559,125.021,173160,4
529,King Of The Jungle,SHANGUY,0.833,0.895,11,-3.919,0,0.0894,0.0323,0.0031,0.153,0.703,115.994,157778,4
530,Kings & Queens,Ava Max,0.638,0.688,1,-4.056,0,0.0407,0.00775,0.0,0.126,0.434,129.856,162399,4
531,Kiss It Better,Rihanna,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,4
532,Kiss the Sky,Jason Derulo,0.738,0.837,11,-3.225,1,0.0519,0.0832,0.0,0.12,0.808,110.008,222387,4
533,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850,4
534,Królowa dram,sanah,0.592,0.313,1,-10.956,1,0.0794,0.739,0.00194,0.106,0.254,99.733,185063,4
535,La Cintura,Alvaro Soler,0.706,0.844,6,-4.054,0,0.0737,0.0222,0.0,0.355,0.762,100.005,204667,4
536,La La La,Naughty Boy,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.083,222200,4
537,La La Love,C-BooL,0.891,0.794,3,-3.44,0,0.0526,0.383,0.000199,0.081,0.729,122.0,181475,4
538,La louze,SHANGUY,0.803,0.808,10,-5.03,0,0.123,0.246,0.000266,0.174,0.357,119.995,201570,4
539,L'Amour Toujours - Tiësto Edit,Dzeko & Torres,0.591,0.931,3,-2.867,1,0.0967,0.00763,0.000216,0.153,0.17,129.975,162462,4
540,Last Dance - Reeva & Black Dub,Avicii,0.644,0.844,4,-6.834,0,0.046,0.012,0.875,0.0761,0.425,127.994,318750,4
541,Last Friday Night (T.G.I.F.),Katy Perry,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4
542,Lasting Lover,Sigala,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983,218359,4
543,Later Bitches,The Prince Karma,0.769,0.518,8,-6.563,1,0.102,0.000573,0.108,0.342,0.504,121.116,247976,4
544,Laundromat,okaywill,0.705,0.94,1,-5.012,1,0.0728,0.0638,0.0049,0.358,0.831,97.004,207835,4
545,Lay It All on Me (feat. Ed Sheeran),Rudimental,0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,122.531,242440,4
546,The Lazy Song,Bruno Mars,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.949,174.943,190213,4
547,Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
548,Leave a Light On,Tom Walker,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863,4
549,Legendary,Welshly Arms,0.537,0.656,11,-5.863,0,0.0411,0.0458,2.54e-06,0.112,0.45,141.873,232173,4
550,Legends Never Die (Alan Walker Remix),Various Artists,0.404,0.81,9,-4.033,0,0.189,0.164,0.0,0.504,0.34,154.918,167173,4
551,Lego House,Ed Sheeran,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,185093,4
552,Lemonade,Internet Money,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195429,4
553,Let Her Go,Passenger,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,252867,4
554,Let It Be Me (feat. Ava Max),David Guetta,0.743,0.529,7,-6.187,0,0.0505,0.128,0.0,0.181,0.438,102.048,172933,4
555,Let Me Down Slowly,Alec Benjamin,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
556,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,0.659,0.717,8,-4.202,1,0.0581,0.0393,0.0,0.0769,0.71,103.036,174800,4
557,Let Me Hold You (Turn Me On),Cheat Codes,0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,102.924,162425,4
558,Let Me Love You,DJ Snake,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4
559,Let Me Love You - Tiësto's AFTR:HRS Mix,DJ Snake,0.707,0.83,0,-4.587,0,0.0427,0.0107,2.06e-05,0.495,0.386,120.013,155840,4
560,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627,4
561,Let's Fall in Love for the Night,FINNEAS,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,190348,4
562,Let's Go (feat. Ne-Yo),Calvin Harris,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800,4
563,Let's Love,David Guetta,0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998,200645,4
564,Letters,Lucas & Steve,0.634,0.771,7,-7.727,1,0.0394,0.00855,0.0,0.29,0.575,121.984,191000,4
565,Let You Down,NF,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
566,Levels - Radio Edit,Avicii,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907,4
567,Levitating (feat. DaBaby),Dua Lipa,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
568,Liar,Camila Cabello,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4
569,Liar Liar,Avicii,0.565,0.789,11,-4.584,0,0.0563,0.00949,0.00712,0.499,0.395,125.001,238853,4
570,Lie To Me,5 Seconds of Summer,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951,150467,4
571,Light,Jerome,0.36,0.89,8,-5.645,1,0.0383,0.0171,0.252,0.146,0.0897,106.554,185916,3
572,Lighthouse - Andrelli Remix,Hearts & Colors,0.595,0.662,11,-6.858,0,0.0362,0.0178,0.0,0.0804,0.417,96.053,218447,4
573,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4
574,Lights Down Low,MAX,0.622,0.571,0,-5.338,0,0.0493,0.0458,0.0,0.122,0.635,81.059,225013,4
575,Lights - Single Version,Ellie Goulding,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,210853,4
576,Like I Can,Sam Smith,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066,4
577,Like I Do,David Guetta,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4
578,Like I Love You,Lost Frequencies,0.863,0.588,1,-7.141,1,0.0847,0.142,3.42e-05,0.457,0.751,117.911,190174,4
579,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3
580,Like It Is,Kygo,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024,183067,4
581,Like This,Insomniak,0.709,0.57,4,-11.351,0,0.256,0.434,0.0158,0.0822,0.567,160.15,149774,4
582,Like This,Shawn Mendes,0.546,0.433,10,-7.894,1,0.0935,0.809,0.0,0.122,0.249,77.397,186947,3
583,Lily,Alan Walker,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,195840,4
584,Lips Are Movin,Meghan Trainor,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182667,4
585,Little Games,The Colourist,0.577,0.818,10,-4.748,1,0.042,0.00061,0.00128,0.14,0.636,110.504,162613,4
586,Little Hollywood,Alle Farben,0.755,0.702,7,-6.013,1,0.0394,0.464,0.000434,0.0518,0.625,122.014,184200,4
587,A Little Party Never Killed Nobody (All We Got),Various Artists,0.761,0.619,5,-5.741,0,0.175,0.00959,3.18e-06,0.0896,0.516,129.998,241307,4
588,Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4
589,Live While We're Young,One Direction,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,200187,4
590,Llama In My Living Room,AronChupa,0.773,0.654,5,-7.796,0,0.284,0.53,0.0,0.109,0.607,128.989,181885,4
591,Loca (feat. El Cata),Shakira,0.8,0.692,9,-5.57,0,0.0614,0.342,1.92e-06,0.0554,0.917,112.002,183693,4
592,Locked Away (feat. Adam Levine),R. City,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5
593,Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
594,Lonely,Joel Corry,0.697,0.921,5,-4.283,1,0.0424,0.0946,1.9e-05,0.159,0.722,123.988,190955,4
595,Lonely,Tujamo,0.667,0.823,7,-3.797,1,0.0673,0.0607,0.0,0.0771,0.35,127.903,168726,4
596,Lonely,Noah Cyrus,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,144377,4
597,Lonely,Gabry Ponte,0.789,0.787,10,-3.474,0,0.136,0.0313,0.000185,0.109,0.376,135.071,168889,3
598,Lonely Heart,5 Seconds of Summer,0.592,0.713,11,-5.566,0,0.0513,0.043,0.0,0.157,0.261,126.096,204029,4
599,Lonely Together (feat. Rita Ora),Avicii,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,4
600,Long Way Home - Acoustic,5 Seconds of Summer,0.542,0.539,4,-6.017,1,0.0261,0.507,0.0,0.139,0.626,91.054,197847,4
601,Look At Her Now,Selena Gomez,0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596,5
602,Look Back at It,A Boogie Wit da Hoodie,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4
603,Look What You Made Me Do,Taylor Swift,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
604,Lordly (feat. Alex Aiono),Feder,0.716,0.713,8,-6.246,1,0.0365,0.078,0.0331,0.0563,0.415,119.988,196091,4
605,Lose Control,MEDUZA,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4
606,Lose Somebody,Kygo,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,4
607,Lose You To Love Me,Selena Gomez,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,4
608,Lost Control,Alan Walker,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320,4
609,Lost In Japan - Remix,Shawn Mendes,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,201253,4
610,Lost on You,LP,0.429,0.708,5,-6.674,0,0.0382,0.0842,0.0,0.125,0.672,173.93,266188,4
